id,question,is_original,rewrite_from,module,discipline,discipline_group,course,task_type,supplementary_material
416,"Imagine you're a NASA scientist engaging in a debate with someone who believes the Face on Mars is an alien creation. Using the information from the article ""Unmasking the Face on Mars,"" craft a persuasive essay that argues the Face is a natural geological formation, incorporating supporting claims and evidence from the article, and structuring your essay with a clear introduction, body, and conclusion.
",0,380.0,,,,,,"*Unmasking the Face on Mars by Dr Tony Phillips*
Twenty-five years ago, NASA's Viking 1 spacecraft captured a photo of a face-like Martian mesa in Cydonia, sparking intrigue. Initially thought to be an unusual rock formation, it gained pop culture fame, appearing in films and media, fueling conspiracy theories about life on Mars. NASA prioritized photographing Cydonia with the Mars Global Surveyor in 1997. Images revealed it as a natural landform, akin to Earth's buttes or mesas, disappointing alien life proponents. Laser altimetry confirmed its natural origins, similar to other Cydonian mesas. Cydonia's geological interest lies in its location at a potential ancient Martian ocean boundary, raising questions about Mars' past."
417,"You've read the article ""Unmasking the Face on Mars"" and now you need to convince someone who thinks the Face is of extraterrestrial origin that it's actually a natural landform. Write an argumentative essay using the article's evidence to support your claims, ensuring your essay includes an introduction, a body that presents your arguments, and a conclusion that summarizes your points and reiterates why the Face on Mars is a natural phenomenon.
",0,380.0,,,,,,"*Unmasking the Face on Mars by Dr Tony Phillips*
Twenty-five years ago, NASA's Viking 1 spacecraft captured a photo of a face-like Martian mesa in Cydonia, sparking intrigue. Initially thought to be an unusual rock formation, it gained pop culture fame, appearing in films and media, fueling conspiracy theories about life on Mars. NASA prioritized photographing Cydonia with the Mars Global Surveyor in 1997. Images revealed it as a natural landform, akin to Earth's buttes or mesas, disappointing alien life proponents. Laser altimetry confirmed its natural origins, similar to other Cydonian mesas. Cydonia's geological interest lies in its location at a potential ancient Martian ocean boundary, raising questions about Mars' past."
418,"As a scientist at NASA, you're tasked with debunking the myth that the Face on Mars is an alien-made structure. Using the article ""Unmasking the Face on Mars"" as your reference, compose an argumentative essay that presents a case for the Face being a natural landform, complete with claims, evidence from the article, and a well-structured introduction, body, and conclusion that effectively argue against the alien origin theory.
",0,380.0,,,,,,"*Unmasking the Face on Mars by Dr Tony Phillips*
Twenty-five years ago, NASA's Viking 1 spacecraft captured a photo of a face-like Martian mesa in Cydonia, sparking intrigue. Initially thought to be an unusual rock formation, it gained pop culture fame, appearing in films and media, fueling conspiracy theories about life on Mars. NASA prioritized photographing Cydonia with the Mars Global Surveyor in 1997. Images revealed it as a natural landform, akin to Earth's buttes or mesas, disappointing alien life proponents. Laser altimetry confirmed its natural origins, similar to other Cydonian mesas. Cydonia's geological interest lies in its location at a potential ancient Martian ocean boundary, raising questions about Mars' past."
419,"Write a persuasive essay to convince someone that the Face on Mars is not a creation of aliens, but rather a natural formation of the Martian landscape. Drawing on the information provided in the article ""Unmasking the Face on Mars,"" develop an argument that includes specific claims about the natural origins of the Face, evidence from the article to support these claims, and organize your essay into a compelling introduction, body, and conclusion that collectively make the case for the Face on Mars being a product of geological processes rather than an alien intervention.",0,380.0,,,,,,"*Unmasking the Face on Mars by Dr Tony Phillips*
Twenty-five years ago, NASA's Viking 1 spacecraft captured a photo of a face-like Martian mesa in Cydonia, sparking intrigue. Initially thought to be an unusual rock formation, it gained pop culture fame, appearing in films and media, fueling conspiracy theories about life on Mars. NASA prioritized photographing Cydonia with the Mars Global Surveyor in 1997. Images revealed it as a natural landform, akin to Earth's buttes or mesas, disappointing alien life proponents. Laser altimetry confirmed its natural origins, similar to other Cydonian mesas. Cydonia's geological interest lies in its location at a potential ancient Martian ocean boundary, raising questions about Mars' past."
420,"You know friends who volunteer in their community, such as teaching younger kids or picking up trash, and they believe giving back is crucial. However, others think it interferes with their personal priorities. Now, your principal is considering making community service mandatory for all students. Write a persuasive letter to your principal, arguing for or against required community service, and include relevant examples to back up your stance.
",0,381.0,,,,,,
421,"Some of your peers are involved in community service, like mentoring or environmental cleanup, and think it's essential to contribute to the community. On the other hand, some friends feel that community service would be too time-consuming. Your principal is currently weighing the pros and cons of making community service a requirement for students. Write a letter to your principal presenting your opinion on whether community service should be obligatory, and support your argument with examples.
",0,381.0,,,,,,
422,"Your friends are divided on the issue of community service: some think it's vital to help those in need, whether through education or environmental efforts, and others believe it would distract from their own goals. As your principal considers implementing a community service requirement, write a letter taking a clear stance on the matter. Use examples to justify your position, either in favor of or against mandatory community service.
",0,381.0,,,,,,
423,"In your social circle, some friends are passionate about community service, such as teaching or volunteering for a cause, and believe it's a vital responsibility. In contrast, others think it would take away from their personal and academic pursuits. With your principal pondering a potential community service requirement, compose a letter that presents your thoughts on the issue. Be sure to include examples that validate your argument, whether you're for or against making community service a requirement for all students.",0,381.0,,,,,,
424,"The principal is thinking of introducing a new policy that would only allow students with a grade B average or higher to participate in sports and extracurricular activities. Currently, many students have a grade C average. Write a letter to the principal expressing your opinion on this proposed policy, either in support of or opposition to the idea, and provide concrete reasons to back up your stance.
",0,382.0,,,,,,
425,"Your school is considering a policy change that would require students to have a minimum grade B average to participate in sports, clubs, and other activities. As many students currently have a grade C average, the principal wants to hear from you. Write a letter arguing for or against this policy, making sure to include specific examples and reasons to support your position.
",0,382.0,,,,,,
426,"A potential policy change is being discussed at your school that would prohibit students with less than a grade B average from participating in sports teams, clubs, and other extracurricular activities. Many of your peers have a grade C average, and the principal is seeking student input on this issue. Write a persuasive letter to the principal, either advocating for or against the policy, and be sure to include compelling reasons and examples to justify your opinion.
",0,382.0,,,,,,
427,"The principal is weighing the pros and cons of a new policy that would make a grade B average a prerequisite for participating in sports, clubs, and other school activities. With many students currently holding a grade C average, your principal wants to gather student perspectives on this possible change. Write a letter to the principal presenting your case for or against the policy, using specific arguments and evidence to support your viewpoint and demonstrate the potential impact on students.",0,382.0,,,,,,
428,"Rewrite the task to argue for or against the development of driverless cars, based on the article ""Driverless Cars are Coming"". Your essay should include an introduction that states your position, body paragraphs that provide evidence from the article to support your stance, and a conclusion that summarizes your argument. Be sure to incorporate relevant details from the article to make your argument persuasive.
",0,383.0,,,,,,
429,"In response to the article ""Driverless Cars are Coming"", write an argumentative essay that presents your case for or against the introduction of driverless cars. Include an engaging introduction, body paragraphs that effectively use evidence from the article to build your argument, and a conclusion that leaves the reader with a lasting impression of your position. Support your claim with specific details from the article that highlight the benefits or drawbacks of driverless cars.
",0,383.0,,,,,,
430,"Using the article ""Driverless Cars are Coming"" as a reference, craft a well-supported argument either in favor of or against the development and implementation of driverless cars. Your essay should consist of an introduction that clearly states your position, body paragraphs that utilize relevant information from the article to justify your stance, and a conclusion that reiterates your main points and leaves the reader with a final thought. Make sure to incorporate pertinent details from the article to strengthen your argument.
",0,383.0,,,,,,
431,"Write a persuasive essay that argues for or against the development of driverless cars, based on the information presented in the article ""Driverless Cars are Coming"". Your essay should feature an introduction that introduces your topic and states your position, body paragraphs that provide evidence from the article to support your argument, and a conclusion that summarizes your main points and reiterates your stance. Use specific examples and details from the article to build a compelling case that supports your position on driverless cars.",0,383.0,,,,,,
432,"Your task is to craft a persuasive letter to your state senator, arguing for either the retention of the Electoral College or the adoption of a popular vote system for presidential elections. Be sure to ground your argument in evidence from the provided texts, and manage your time effectively to allow for reading,
",0,384.0,,,,,,"*What is the Electoral College? by The Office of the Federal Register*
The Electoral College, established in the U.S. Constitution by the Founding Fathers, is a process for electing the President and Vice President, involving a combination of Congressional voting and popular vote. It includes 538 electors, with a majority of 270 needed for election. States have electors equal to their Congressional representation, and the District of Columbia is treated as a state with 3 electors. Electors, typically selected by political parties, vote in December after the general election, where voters choose preferred electors. Most states use a winner-takes-all system, except Maine and Nebraska which use proportional representation. The electoral votes are counted in a joint Congress session on January 6th, and the President-elect is sworn in on January 20th following the general election.

*The Indefensible Electoral College: Why even the best-laid defenses of the system are wrong by Bradford Plumer*
The electoral college, a system where voters select electors who then elect the president, has faced criticism for its potential to cause confusion and for not always reflecting the popular vote, as seen in the 2000 election. Critics, including prominent figures and organizations, argue that it is outdated, unfair, and can lead to disasters like faithless electors or a tie in electoral votes, which would throw the election to Congress. Proponents often cite reasons such as protection of state interests and federalism, but these defenses are increasingly seen as inadequate. The system's origins, tied to concessions to slaveholders and assumptions about public information access, are no longer relevant. Direct elections, despite concerns about recounts and third-party candidates, are argued to be a more equitable and straightforward method, reflecting the popular will more accurately. The consensus among critics is clear: it's time to abolish the electoral college.

*In Defense of the Electoral College: Five reasons to keep our despised method of choosing the President by Richard A. Posner*
The Electoral College, often criticized as an outdated, non-democratic system for electing a president, remains in place despite arguments favoring the popular vote winner. It functions by allocating electors based on state representation in Congress, with almost all states using a winner-take-all approach. This system can lead to discrepancies between the national popular vote and the electoral vote, as seen in the 2000 election. However, there are practical reasons for retaining the Electoral College: it ensures certainty of outcome, requires candidates to have broad, transregional appeal, focuses attention on swing states, balances the influence of large states, and avoids the need for run-off elections. Despite critiques of its undemocratic nature, the Electoral College is seen as a stabilizing factor in the representative democratic process of the United States, outweighing the potential negative impacts such as voter disenfranchisement in states dominated by a single party."
433,"You are required to write a well-structured, multi-paragraph letter to your state senator, presenting a compelling case for either maintaining the Electoral College or transitioning to a popular vote system for electing the president. In your argument, incorporate evidence from multiple sources and address potential counterclaims to strengthen your position.
",0,384.0,,,,,,"*What is the Electoral College? by The Office of the Federal Register*
The Electoral College, established in the U.S. Constitution by the Founding Fathers, is a process for electing the President and Vice President, involving a combination of Congressional voting and popular vote. It includes 538 electors, with a majority of 270 needed for election. States have electors equal to their Congressional representation, and the District of Columbia is treated as a state with 3 electors. Electors, typically selected by political parties, vote in December after the general election, where voters choose preferred electors. Most states use a winner-takes-all system, except Maine and Nebraska which use proportional representation. The electoral votes are counted in a joint Congress session on January 6th, and the President-elect is sworn in on January 20th following the general election.

*The Indefensible Electoral College: Why even the best-laid defenses of the system are wrong by Bradford Plumer*
The electoral college, a system where voters select electors who then elect the president, has faced criticism for its potential to cause confusion and for not always reflecting the popular vote, as seen in the 2000 election. Critics, including prominent figures and organizations, argue that it is outdated, unfair, and can lead to disasters like faithless electors or a tie in electoral votes, which would throw the election to Congress. Proponents often cite reasons such as protection of state interests and federalism, but these defenses are increasingly seen as inadequate. The system's origins, tied to concessions to slaveholders and assumptions about public information access, are no longer relevant. Direct elections, despite concerns about recounts and third-party candidates, are argued to be a more equitable and straightforward method, reflecting the popular will more accurately. The consensus among critics is clear: it's time to abolish the electoral college.

*In Defense of the Electoral College: Five reasons to keep our despised method of choosing the President by Richard A. Posner*
The Electoral College, often criticized as an outdated, non-democratic system for electing a president, remains in place despite arguments favoring the popular vote winner. It functions by allocating electors based on state representation in Congress, with almost all states using a winner-take-all approach. This system can lead to discrepancies between the national popular vote and the electoral vote, as seen in the 2000 election. However, there are practical reasons for retaining the Electoral College: it ensures certainty of outcome, requires candidates to have broad, transregional appeal, focuses attention on swing states, balances the influence of large states, and avoids the need for run-off elections. Despite critiques of its undemocratic nature, the Electoral College is seen as a stabilizing factor in the representative democratic process of the United States, outweighing the potential negative impacts such as voter disenfranchisement in states dominated by a single party."
434,"Write a letter to your state senator advocating for the preservation of the Electoral College or its replacement with a popular vote system for presidential elections. Your letter should be well-organized, comprising multiple paragraphs, and should draw on information from the given texts to support your claim. Additionally, be mindful of your time to ensure you can read the passages, plan, write, and revise your response.
",0,384.0,,,,,,"*What is the Electoral College? by The Office of the Federal Register*
The Electoral College, established in the U.S. Constitution by the Founding Fathers, is a process for electing the President and Vice President, involving a combination of Congressional voting and popular vote. It includes 538 electors, with a majority of 270 needed for election. States have electors equal to their Congressional representation, and the District of Columbia is treated as a state with 3 electors. Electors, typically selected by political parties, vote in December after the general election, where voters choose preferred electors. Most states use a winner-takes-all system, except Maine and Nebraska which use proportional representation. The electoral votes are counted in a joint Congress session on January 6th, and the President-elect is sworn in on January 20th following the general election.

*The Indefensible Electoral College: Why even the best-laid defenses of the system are wrong by Bradford Plumer*
The electoral college, a system where voters select electors who then elect the president, has faced criticism for its potential to cause confusion and for not always reflecting the popular vote, as seen in the 2000 election. Critics, including prominent figures and organizations, argue that it is outdated, unfair, and can lead to disasters like faithless electors or a tie in electoral votes, which would throw the election to Congress. Proponents often cite reasons such as protection of state interests and federalism, but these defenses are increasingly seen as inadequate. The system's origins, tied to concessions to slaveholders and assumptions about public information access, are no longer relevant. Direct elections, despite concerns about recounts and third-party candidates, are argued to be a more equitable and straightforward method, reflecting the popular will more accurately. The consensus among critics is clear: it's time to abolish the electoral college.

*In Defense of the Electoral College: Five reasons to keep our despised method of choosing the President by Richard A. Posner*
The Electoral College, often criticized as an outdated, non-democratic system for electing a president, remains in place despite arguments favoring the popular vote winner. It functions by allocating electors based on state representation in Congress, with almost all states using a winner-take-all approach. This system can lead to discrepancies between the national popular vote and the electoral vote, as seen in the 2000 election. However, there are practical reasons for retaining the Electoral College: it ensures certainty of outcome, requires candidates to have broad, transregional appeal, focuses attention on swing states, balances the influence of large states, and avoids the need for run-off elections. Despite critiques of its undemocratic nature, the Electoral College is seen as a stabilizing factor in the representative democratic process of the United States, outweighing the potential negative impacts such as voter disenfranchisement in states dominated by a single party."
435,"Your assignment is to compose a thoughtful, multi-paragraph letter to your state senator, presenting an argument in favor of retaining the Electoral College or shifting to a popular vote system for the election of the president. To develop a robust argument, utilize evidence from the provided texts, acknowledge potential counterarguments, and allocate your time wisely to accommodate reading, planning, writing, and editing your response.",0,384.0,,,,,,"*What is the Electoral College? by The Office of the Federal Register*
The Electoral College, established in the U.S. Constitution by the Founding Fathers, is a process for electing the President and Vice President, involving a combination of Congressional voting and popular vote. It includes 538 electors, with a majority of 270 needed for election. States have electors equal to their Congressional representation, and the District of Columbia is treated as a state with 3 electors. Electors, typically selected by political parties, vote in December after the general election, where voters choose preferred electors. Most states use a winner-takes-all system, except Maine and Nebraska which use proportional representation. The electoral votes are counted in a joint Congress session on January 6th, and the President-elect is sworn in on January 20th following the general election.

*The Indefensible Electoral College: Why even the best-laid defenses of the system are wrong by Bradford Plumer*
The electoral college, a system where voters select electors who then elect the president, has faced criticism for its potential to cause confusion and for not always reflecting the popular vote, as seen in the 2000 election. Critics, including prominent figures and organizations, argue that it is outdated, unfair, and can lead to disasters like faithless electors or a tie in electoral votes, which would throw the election to Congress. Proponents often cite reasons such as protection of state interests and federalism, but these defenses are increasingly seen as inadequate. The system's origins, tied to concessions to slaveholders and assumptions about public information access, are no longer relevant. Direct elections, despite concerns about recounts and third-party candidates, are argued to be a more equitable and straightforward method, reflecting the popular will more accurately. The consensus among critics is clear: it's time to abolish the electoral college.

*In Defense of the Electoral College: Five reasons to keep our despised method of choosing the President by Richard A. Posner*
The Electoral College, often criticized as an outdated, non-democratic system for electing a president, remains in place despite arguments favoring the popular vote winner. It functions by allocating electors based on state representation in Congress, with almost all states using a winner-take-all approach. This system can lead to discrepancies between the national popular vote and the electoral vote, as seen in the 2000 election. However, there are practical reasons for retaining the Electoral College: it ensures certainty of outcome, requires candidates to have broad, transregional appeal, focuses attention on swing states, balances the influence of large states, and avoids the need for run-off elections. Despite critiques of its undemocratic nature, the Electoral College is seen as a stabilizing factor in the representative democratic process of the United States, outweighing the potential negative impacts such as voter disenfranchisement in states dominated by a single party."
436,"The school administration is reviewing its cell phone policy, and your principal is weighing two options: permitting students to bring phones to school for use during lunch and free periods, as long as they remain off during classes, or banning phones from school grounds entirely. Write a persuasive letter to your principal advocating for the policy you think is most effective, providing concrete reasons to support your stance.
",0,385.0,,,,,,
437,"Your principal is seeking input on a revised cell phone policy for the school, with two potential approaches: allowing students to use phones during non-instructional time as long as they're silenced during classes, or prohibiting phones on school property altogether. Craft a compelling letter to your principal making the case for the policy you believe is superior, backed by specific arguments.
",0,385.0,,,,,,
438,"The school's cell phone policy is under review, and your principal is considering two competing proposals: one that lets students bring phones to school and use them outside of class time, provided they're turned off during lessons, and another that completely bans phones from the school. Write a persuasive letter to your principal presenting your preferred policy, along with detailed reasons why you think it's the better choice.
",0,385.0,,,,,,
439,"Your school's principal is reevaluating the cell phone policy and is torn between two possible approaches: Policy 1, which allows phone use during designated free times as long as devices are silenced during class, and Policy 2, which prohibits students from having phones at school. Compose a letter to your principal arguing in favor of the policy you think best serves the school community, supporting your position with clear and specific rationale.",0,385.0,,,,,,
440,"Consider the growing trend of distance learning, where students can participate in classes remotely through digital platforms or video conferencing. Take a stance on whether you believe students can gain advantages from attending classes from the comfort of their own homes, and be sure to back up your argument with logical reasoning and supporting examples.
",0,386.0,,,,,,
441,"The concept of distance learning has made it possible for students to engage with their coursework from home, using online or video conferencing tools. Weigh in on the debate surrounding the potential benefits of this approach for students, providing a clear position and substantiating it with relevant reasons and illustrative examples.
",0,386.0,,,,,,
442,"With the rise of online learning, some educational institutions now offer students the flexibility to attend classes remotely, either online or through video conferencing. Express your opinion on whether attending classes from home can be beneficial for students, and support your viewpoint with convincing arguments, as well as pertinent examples that highlight the potential advantages.
",0,386.0,,,,,,
443,"Distance learning programs, which enable students to attend classes virtually from their homes via the internet or video conferencing, are becoming increasingly popular. Develop a persuasive argument for or against the idea that students can reap benefits from participating in remote classes, and bolster your response with compelling reasons, as well as concrete examples that demonstrate the potential value of this educational approach.",0,386.0,,,,,,
444,"Describe the benefits of consulting multiple individuals when seeking advice on a particular issue. Be sure to provide concrete examples and explanations to support your argument that gathering diverse perspectives can lead to more informed decision-making.
",0,387.0,,,,,,
445,"Explain why it's often advantageous for someone to solicit advice from several people before making a decision. Use specific instances and supporting details to demonstrate how considering multiple viewpoints can result in a more well-rounded and informed choice.
",0,387.0,,,,,,
446,"Discuss the value of obtaining advice from multiple sources when faced with a decision. Provide detailed examples and explanations to illustrate how seeking a variety of opinions can help someone make a more informed and effective choice, and why this approach is often preferable to relying on a single perspective.
",0,387.0,,,,,,
447,"When faced with a difficult decision, many people choose to seek advice from multiple individuals. Describe the advantages of this approach, using specific examples and details to explain how considering multiple opinions can increase the chances of making a better choice, and why this strategy is often more effective than relying on the advice of a single person.",0,387.0,,,,,,
448,Force feeding never works. us - ec dispute on approval and marketing of biotech products,1,,International Regulations of Food and Farm Policies,Agriculture,LS,Food Economics and Marketing,essay,
449,"In the context of changing roles and relationships between state, market and civil society, identify and discuss what you understand by the term 'decentralisation', including positive aspects, and possible risks and negative consequences.",1,,"Governance, accountability and development",Agriculture,LS,MSc in Horticulture,essay,
450,Rural extension: shifting from technology transfer to communication to support innovation,1,,Comparative Extension,Agriculture,LS,MSc in Extension,essay,
451,In need for stabilisation: the case of the soft fruit market in poland,1,,Policy Analysis,Agriculture,LS,MSc Agricultural Economics,essay,
452,What about dairy if subsidies must go? elimination of export subsidies within the wto framework and its potential impact on the european dairy policy,1,,International Regulation of Food and Farm Policies,Agriculture,LS,MSc Agricultural Economics,essay,
453,This house believes that there is no good reason for continuing to ban whaling,1,,Animal Welfare,Agriculture,LS,Zoology,essay,
454,Theoretical propositions regarding the effects of opening a small developing country to free trade - analysis and discussion-,1,,Trade Policies for Developing Countries,Agriculture,LS,MSc Agricultural Economics,essay,
455,Regional trade agreements - what are the implications for developing countries active in agricultural trade?,1,,International Regulation of Food &amp; Farm Policies,Agriculture,LS,MSc Agricultural Economics,essay,
456,Consider agricultural export subsidies and explain why they could be a danger for developing countries.,1,,Policy Analysis,Agriculture,LS,International development,essay,
457,Task 8: how do you think alliances such as nafta and the eu would affect your business? ...,1,,Introduction to Management,Agriculture,LS,BSC Food Science ,essay,
458,The ban on hunting with dogs is more about class than animal welfare,1,,Animal Welfare,Agriculture,LS,Animal Science,essay,
459,"What is meant by the term ""human - wildlife conflict?"" is this a phenomenon that only occurs within the tropical regions of the world? give examples to illustrate your answer.",1,,Human Resource Ecology,Anthropology,SS,BA English Studies / Anthropology,essay,
460,"Africa was the cradle of humanity. discuss using fossil, genetic and archaeological evidence.",1,,Archeology of Human Origins,Anthropology,SS,BA English Studies / Anthropology,essay,
461,What continuities can one trace between nineteenth century anthropology and subsequent developments in the twentieth century?,1,,Social Anthropology: Theories and Philosophy,Anthropology,SS,BA English Studies / Anthropology,essay,
462,Consider the view that gender should be included as one of the core analytical categories in social anthropology.,1,,Social Anthropology: Theories and Philos.,Anthropology,SS,BA Anthropology,essay,
463,"Discuss the relationship between meat-eating, body shape, brain size and the geographical expansion of the genus homo",1,,Archeology of Human Origins,Anthropology,SS,BA Anthropology,essay,
464,The dichotomies of nature-culture/nature-society: a review of the recent critical discussions,1,,Social Anthropology: Theories and Philos.,Anthropology,SS,BA Anthropology,essay,
465,"Every morning i see a neanderthal in my shaving mirror (milford wolpoff) how closely, if at all, do you think neanderthals are related to ourselves?",1,,Introduction to Physical Anthropology,Anthropology,SS,BA Anthropology,essay,
466,Describe the diversity of the earliest members of the genus homo. discuss their geographical and chronological distribution,1,,Archeology of Human Origins,Anthropology,SS,BSc hons. Anthropology/Philosophy,essay,
467,Describe the essential elements of a program designed to provide for the psychological well-being of captive primates. include in your answer examples of how the elements in the program can best be achieved,1,,Captive Management,Anthropology,SS,MSc Primate Conservation,essay,
468,"The african bushmeat trade has attracted much attention from western-based conservation organisations, and many people are working hard to make the use of ic",1,,Human-Wildlife Conflict Issues,Anthropology,SS,MSc Primate Conservation,essay,
469,"Why do individuals disperse from their natal groups? describe different dispersal strategies. what are the genetic consequences of dispersal for the individual, the social group, species population structure and conservation?..(""",1,,Genetics and Population Management,Anthropology,SS,MSc Primate Conservation,essay,
470,What makes some primates more or less vulnerable to extinction? - a look at the effects of hunting,1,,Primate Ecology and Conservation (Primate Diversity),Anthropology,SS,MSc Primate Conservation,essay,
471,"How does japanese anime portray women's characters, as 'weak and vulnerable' or 'strong and heroic'?",1,,Japan at play,Anthropology,SS,BA Anthropology/Environmental Design &amp; Conservation,essay,
472,"What is meant by the term ""human-wildlife conflict"" ? is this a phenomenon that only occurs within tropical regions of world?",1,,Human Resource Ecology,Anthropology,SS,BA Anthropology/Environmental Design &amp; Conservation,essay,
473,"Write an essay using the ethnography, 'traveller gypsies', to show how ideas about dirt and cleanliness, pollution and/or taboo may be related to systems of classification",1,,Introduction to Social Anthropology,Anthropology,SS,BA Anthropology/Psychology,essay,
474,"There is a growing trend in the zoological, veterinary and laboratory animal community to recognise the value of using operant conditioning as an animal care and",1,,Captive Management and Rehabilitation,Anthropology,SS,MSc Primate Conservation,essay,
475,"Why do individuals disperse from their natal groups? describe different dispersal strategies. what are the genetic consequences for the individual, the social group, species population structure and conservation?",1,,Genetics and Population Management,Anthropology,SS,MSc Primate Conservation,essay,
476,What were the ecological pressures which caused primate traits to evolve?,1,,Introduction to Biological Anthropology,Anthropology,SS,BA Anthropology and English,essay,
477,Religion' is sometimes a difficult concept to apply to beliefs and practices....,1,,Introduction to Social Anthropology,Anthropology,SS,BA Anthropology and English,essay,
478,"Write an essay, using ethnography or other sources about a particular people, to show how ideas about dirt...",1,,Introduction to Social Anthropology,Anthropology,SS,BA Anthropology and Philosophy,essay,
479,"Discuss, with examples, how the attitudes of different people to gifts and exchange may reveal broader information about their social organisation.",1,,Introduction to Social Anthropology,Anthropology,SS,BA Anthropology and Sociology,essay,
480,"Discuss some of the ways in which a society manages to maintian a degree of social and moral order amongst its members. try to use informal examples as well as formal ones, and to provide ethnographic illustrations of your ideas.",1,,Introduction to Social Anthropology,Anthropology,SS,BA Anthropology and Sociology,essay,
481,How have archaeologists accounted for the deposition of metallurgy (in both wet and dry contexts) in europe?,1,,Later Prehistoric Europe,Archaeology,AH,ba archaeology,essay,
482,How has our conception of the early neolithic pattern of settlement changed in recent years?,1,,British Society in the Age of Stonehenge,Archaeology,AH,MA archaeology,essay,
483,To what extent were people responsible for extinction during glaciation and post glacial?,1,,Archaeological Practice,Archaeology,AH,History and English,essay,
484,What are the main kinds of inferences made by archaeologists from the material remains of the disposal of the dead? illustrate with a case study.,1,,"Bones, Bodies and Burials: The Archaeology of Death",Archaeology,AH,Archaeology and Classical Studies,essay,
485,How far can archaeologists reconstruct past social relations using evidence for the disposal of the dead?,1,,Archaeological Thought,Archaeology,AH,Part 3,essay,
486,What role did humans play in the extinction of mediterranean island faunas? discuss in relation to cyprus and mallorca.,1,,Early Agricultural Societies in the Mediterranean,Archaeology,AH,Part 3,essay,
487,What are main kinds of inferences made by archaeologists from the material remains of the disposal of the dead? illustrate your answer with a case study.,1,,"Bones, Bodies and Burials: the archaeology of death",Archaeology,AH,Archaeology/ancient history,essay,
488,What evidence is there for the exchange and specialization in the production of neolithic artefacts in the aegean?,1,,Early Agricultural Societies,Archaeology,AH,MA Archaeology,essay,
489,Evaluate the significance of wrecks and other boat finds in understanding cultural contacts in viking-age north-west europe,1,,Coastal and Maritime Archaeology,Archaeology,AH,BA Archaeology,essay,
490,What was more important in the creation of the early egyptian state: warfare or ideology?,1,,introduction to world prehistory,Archaeology,AH,ancient history &amp; archaeology,essay,
491,How has the understanding of the avebury complex changed since the publication of windmill hill and avebury by isobel smith?,1,,Britain in the Age of Stonehenge,Archaeology,AH,MA archaeology,essay,
492,"Discuss with examples, why waterlogged sites are especially suitable for recovery of evidence for past environments",1,,Archaeology Practise,Archaeology,AH,History,essay,
493,Discuss and evaluate the evidence used to reconstruct subsistence in prehistoric hunter-gatherers,1,,Early prehistory,Archaeology,AH,MA archaeology,essay,
494,What problems are there in reconstructing the hellenistic city of athens?,1,,The Archaeology of the Ancient City,Archaeology,AH,MA Archaeology,essay,
495,How are the functions of roman towns reflected in the archaeological record? discuss with reference to specific sites.,1,,Historic Archaeology,Archaeology,AH,BA Archaeology and History joint,essay,
496,What impact has archaeology had on our knowledge of the medieval peasant?,1,,Historic Archaeology,Archaeology,AH,Part 3,essay,
497,When did the early state emerge in mainland greece and what form did it take?,1,,Early Complex Societies in the Mediterranean,Archaeology,AH,MA Archaeology,essay,
498,How has our knowledge of medieval peasant buildings changed over the last twenty years?,1,,Later Medieval Europe,Archaeology,AH,BA Archaeology,essay,
499,How far did the seas unite or divide neolithic communities on the cycladic islands?,1,,Early Agricultural Societies,Archaeology,AH,MA Archaeology,essay,
500,What can we infer from burial rites of the 5th to 8th centuries ad in europe?,1,,From Rome to the Reformation: an introduction to historic archaeology,Archaeology,AH,Archaeology,essay,
501,Urban development and settlement shifts in the late bronze age levant.,1,,Early Complex Societies In The Mediterranean,Archaeology,AH,BA Archaeology,essay,
502,Living in cold climates. what picture do we have of this period and neanderthal adaptation to it?,1,,The Neanderthals,Archaeology,AH,MA archaeology,essay,
503,What inferences can archaeologists make from material remains of the dead?,1,,"Bones, Bodies and Burials: The Archaeology of Death",Archaeology,AH,ba archaeology,essay,
504,What can we infer from the burial rites of the 5th to 8th centuries ad in europe?,1,,From Rome to the Reformation: an introduction to historic archaeology,Archaeology,AH,Archaeology/ancient history,essay,
505,What was the contribution made by the army to the roman towns of northern europe?,1,,Celts and Romans in Northern Europe,Archaeology,AH,Part 3,essay,
506,Compare and contrast the various systems of local government revenue collection and determine which one (if any) best protects the local democracy,1,,Urban develoopment process and finance,Architecture,PS,BSc City and Regional Planning,essay,
507,"Recognising the role of the private car in changing people's lifestyles over the past 40 years, to what extent, if any, is ta reversal of this trend in favour of...",1,,Transport and Society,Architecture,PS,BSc City and Regional Planning,exercise,
508,What part does the concept of elasticity play in analysing the potential effectiveness of government attempts to encourage pulic transport at the expense of the private car?,1,,Economics for the environment,Architecture,PS,BSc City and Regional Planning,essay,
509,'the vast majority of health problems in captive reptiles are a direct consequence of improper husbandry techniques resulting from a failure by the owner to properly understand their requirements.',1,,Small animal management,Biological Sciences,LS,Zoology,essay,
510,The effects of prehistoric man on british soils (neolithic - iron age),1,,"British Flora Origins, Biomes and Soils",Biological Sciences,LS,msc,essay,
511,Explain why modern science can be considered to begin in 1543...,1,,Introduction to the History and Philosophy of Science,Biological Sciences,LS,biological sciences,essay,
512,Discuss the implications of herbicide revocation following implementation of eu directive 91/414 on uk horticulture.,1,,Weed Management,Biological Sciences,LS,Bsc Horticulture,essay,
